Car Make,Car Model,Dealer or Individual,Price,Year,Location,Mileage,Doors,Color,Transmission,VIN#,Engine,Description,Web link,Screenshot
Toyota,Rav4,Dealer,31998,2021,Pleasanton,20000,4,White/Black,Automatic,4T3M6RFV9MU013757,"4-cyl, Hybrid, 2.5L","Installed Upgrades
Cloth Seats

Comfort
Air Conditioning

Entertainment
AM/FM Stereo

Auxiliary Audio Input

Satellite Radio Ready

SiriusXM Trial Available

Tech
Automatic Highbeams

Bluetooth Technology

Rear View Camera

WiFi Hotspot

Interior
Overhead Airbags

Power Locks

Power Mirrors

Power Windows

Side Airbags

Exterior And Mechanical
ABS Brakes

Alloy Wheels

Daytime Running Lights

Full Roof Rack

Rear Defroster

Traction Control

Mechanical
All Wheel Drive

Automatic Transmission",https://www.carmax.com/car/25051262,https://drive.google.com/open?id=14tX_FC9x14xZqY7Ly-a8YBoygPBrFj1F
Toyota,Camry,Dealer,14998,2013,Palmdale,72000,4,Tan/Tan,Automatic,4T4BF1FK2DR306624,"4-cyl, Gas, 2.5L","Installed Upgrades
Auxiliary Audio Input

Cloth Seats

Daytime Running Lights

Comfort
Air Conditioning

Entertainment
AM/FM Stereo

CD Audio

Tech
Bluetooth Technology

Cruise Control

Interior
Overhead Airbags

Power Locks

Power Mirrors

Power Seat(s)

Power Windows

Side Airbags

Exterior And Mechanical
ABS Brakes

Rear Defroster

Traction Control

Mechanical
Automatic Transmission",https://www.carmax.com/car/25206955,https://drive.google.com/open?id=175a8UaOfjHbPIJyTciQiH7-9g0tm-DKL
Toyota,Corolla,Dealer,15998,2012,Fremont,40000,4,Gold/Tan,Automatic,5YFBU4EEXCP015432,"4-cyl, Gas, 1.8L","Installed Upgrades
AM/FM Stereo

Auxiliary Audio Input

Cloth Seats

Daytime Running Lights

Comfort
Air Conditioning

Tech
Bluetooth Technology

Cruise Control

Entertainment
CD Audio

Interior
Overhead Airbags

Power Locks

Power Mirrors

Power Windows

Side Airbags

Exterior And Mechanical
ABS Brakes

Rear Defroster

Traction Control

Mechanical
Automatic Transmission",https://www.carmax.com/car/25010865,https://drive.google.com/open?id=1Oy3vFu2Bsait3uczSVMHYYV77dQGX2nK
Toyota,Corolla,Dealer,18998,2016,Serramonte,37000,4,Black/Tan,Automatic,5YFBURHE1GP395890,"4-cyl, Gas, 1.8L","Installed Upgrades
AM/FM Stereo

Auxiliary Audio Input

Cloth Seats

Comfort
Air Conditioning

Tech
Bluetooth Technology

Cruise Control

Rear View Camera

Entertainment
CD Audio

Entune

Interior
Overhead Airbags

Power Locks

Power Mirrors

Power Windows

Side Airbags

Exterior And Mechanical
ABS Brakes

Daytime Running Lights

Rear Defroster

Traction Control

Mechanical
Automatic Transmission",https://www.carmax.com/car/25305662,https://drive.google.com/open?id=17IuQW9Y0oAnr-ndNq6hZIbdCASXLErZn
Toyota,Corolla,Dealer,21998,2022,Pleasanton,37000,4,Silver/Gray,Automatic,5YFEPMAE2NP317889,"4-cyl, Gas, 1.8L","Installed Upgrades
Cloth Seats

Comfort
Air Conditioning

Entertainment
AM/FM Stereo

Auxiliary Audio Input

Satellite Radio Ready

SiriusXM Trial Available

Tech
Automatic Highbeams

Bluetooth Technology

Rear View Camera

WiFi Hotspot

Interior
Overhead Airbags

Power Locks

Power Mirrors

Power Windows

Side Airbags

Exterior And Mechanical
ABS Brakes

Daytime Running Lights

Rear Defroster

Traction Control

Mechanical
Automatic Transmission",https://www.carmax.com/car/25211082,https://drive.google.com/open?id=1xdcNlqe4a0vb94m3f6hfy_N4Asxs2ow1
Toyota,Rav4,Dealer,21998,2016,Sacramento,55000,4,Blue/Black,Automatic,JTMZFREV6GJ078737,"4-cyl, Gas, 2.5L","Installed Upgrades
AM/FM Stereo

Auxiliary Audio Input

Cloth Seats

Daytime Running Lights

Comfort
Air Conditioning

Front Seat Heaters

Tech
Bluetooth Technology

Cruise Control

Rear View Camera

Entertainment
CD Audio

Entune

Interior
Overhead Airbags

Power Locks

Power Mirrors

Power Windows

Side Airbags

Exterior And Mechanical
ABS Brakes

Alloy Wheels

Full Roof Rack

Rear Defroster

Traction Control

Mechanical
Automatic Transmission",https://www.carmax.com/car/25052786,https://drive.google.com/open?id=1ikbbQJvbHa2M4jr24nGnMdmCR2hAShpq
Toyota,Corolla,Individual,7995,2009,"Stafford, VA",116557,4,Gray,Automatic,1NXBU40E49Z071445 ,4 Cyl,Used 2009 Toyota Corolla LE,https://www.carfax.com/vehicle/1NXBU40E49Z071445,https://drive.google.com/open?id=12vLZcgXJUkLvu05LD2xhEfL5rwMSS_wW
Toyota,Corolla,Dealer,13999,2017,"Marietta, GA",70764,4,Black,Automatic,2T1BURHE7HC908352 ,4 Cyl,Used 2017 Toyota Corolla LE,https://www.carfax.com/vehicle/2T1BURHE7HC908352,https://drive.google.com/open?id=1srZCTI7lMizQFk8K-zBftXamzlMbOzzv
Toyota,Rav4,Dealer,24401,2019,"Pittsburgh, PA",88564,4,Gray,Automatic,2T3A1RFV1KC012571,4 Cyl,Used 2019 Toyota RAV4 XLE Premium,https://www.carfax.com/vehicle/2T3A1RFV1KC012571,https://drive.google.com/open?id=1b9ARCNofoEne3S7e6D3Mc5ok0qfNtnlm
Toyota,Rav4,Dealer,30531,2021,"Indiana, PA",,30182,Black,,2T3RWRFVXMW126851 ,4 Cyl,Used 2021 Toyota RAV4 XLE,https://www.carfax.com/vehicle/2T3RWRFVXMW126851,https://drive.google.com/open?id=1ibUe6gUbH_dYK9-IWGxzTVjsx5HtKTZ4
Toyota,Camry,Dealer,21047,2019,"Waukesha, WI",28443,4,Red,Automatic,4T1B11HK4KU236451 ,4 Cyl,Used 2019 Toyota Camry L,https://www.carfax.com/vehicle/4T1B11HK4KU236451,https://drive.google.com/open?id=1UfoJxqrZuSSHyzGYwkoVC3FkkJA8R8q8
Toyota,Camry,Individual,9295,2009,"Walnutport, PA",85080,4,Silver,Automatic,4T1BE46K19U283830 ,4 Cyl,Used 2009 Toyota Camry Base,https://www.carfax.com/vehicle/4T1BE46K19U283830,https://drive.google.com/open?id=15QTTmhU10tT0MuRTuWXEcJYQKZBvYjd_
Toyota,Camry,Dealer,26568,2023,"Youngstown, OH",7486,4,White,Automatic,4T1C11BKXPU083630 ,4 Cyl,Used 2023 Toyota Camry LE,https://www.carfax.com/vehicle/4T1C11BKXPU083630,https://drive.google.com/open?id=1-2t5qrVdFkaFzOeKwj91-YJrXEJa91cL
Toyota,Camry,Dealer,24461,2023,"Beaver Falls, PA",11634,4,silver,Automatic,4T1G11AK5PU804228 ,4 Cyl,Used 2023 Toyota Camry SE,https://www.carfax.com/vehicle/4T1G11AK5PU804228,https://drive.google.com/open?id=1rp0uCiIy86t9UmvTGo8pDygDintRiwSU
Toyota,Camry,Individual,23000,2020,"Garrettsville, OH",12500,4,Gray,Automatic,4T1G11AK8LU321567 ,4 Cyl,Used 2020 Toyota Camry SE,https://www.carfax.com/vehicle/4T1G11AK8LU321567,https://drive.google.com/open?id=1YYblp96q3ng-WCbOlP5-Ol09_LD2-8qU
Toyota,Camry,Dealer,30910,2022,"Hiawatha, IA",26193,4,White,Automatic,4T1K31AK1NU582272 ,4 Cyl,Used 2022 Toyota Camry XSE,https://www.carfax.com/vehicle/4T1K31AK1NU582272,https://drive.google.com/open?id=1EBqdsDqtWPPVBBPIQ3EW5vX7_W-yvx39
Toyota,Rav4,Dealer,15500,2015,"Lyndora, PA",109009,4,White,Automatic,2T3DFREV8FW331731,176 hp 2.5L I4,"2015 TOYOTA RAV 4 LIMITED, ALL WHEEL DRIVE, 4 CYL., AUTOMATIC, LEATHER TRIM, NAVIGATION, MOON ROOF, HEATED FRONT SEATS, AUTO CLIMATE CONTROL, POWER SEATS, MEMORY CONTROLS, CRUISE, TILT WHEEL, AM/FM/CD, SAT RADIO, PRIVACY GLASS, BLUE TOOTH, BACK UP CAMERA, ALLOY RIMS, LUGGAGE RACK, FOG LAMPS, POWER HATCH, VERY SHARP, RUNS GREAT, OFFERED WITH A WARRANTY....",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=15230&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=untrackedExternal_false_0&distance=50&sortType=DEAL_RATING_RPL&endYear=2015&entitySelectingHelper.selectedEntity=d306&startYear=2013#listing=366956596/PRIORITY/DEFAULT,https://drive.google.com/open?id=1-MAxxnQDU0JOfcuAbbaIH-H3AMTSbVMb
Toyota,Rav4,Dealer,6995,2010,"San Diego, CA",183811,4,Champagne,Automatic,2T3YK4DV4AW004592,179 hp 2.5L I4,"Door Handle Color - Body-Color, Front Bumper Color - Body-Color, Grille Color - Chrome, Rear Bumper Color - Body-Color, Rear Spoiler Color - Body-Color, Bumper Detail - Rear Protector, Rear Trunk/Liftgate - Side-Hinged, Steering Ratio - 14.6, Turns Lock-To-Lock - 2.7, Air Filtration, Armrests - Rear Center, Front Air Conditioning - Automatic Climate Control, Front Air Conditioning Zones - Dual, Shift Knob Trim - Leather, Steering Wheel Trim - Leather, Cargo Cover, Cruise Control, Cupholders - Front, Cupholders - Rear, Multi-Function Remote - Keyless Entry, Power Outlet(S) - 12v, Power Steering, Steering Wheel - Tilt And Telescopic, Storage - Cargo Net, Storage - Door Pockets, Storage - Seatback, Power Outlet(S) - 12v Cargo Area, Vanity Mirrors - Dual, Storage - In Floor, Footwell Lights, Push-Button Start, One-Touch Windows - 1, Abs - 4-Wheel, Axle Ratio - 3.08, Electronic Brakeforce Distribution, Front Brake Diameter - 10.8, Front Stabilizer Bar - Diameter 25 Mm, Front Suspension Classification - Independent, Rear Brake Diameter - 11.2, Rear Stabilizer Bar - Diameter 22 Mm, Rear Suspension Classification - Independent, Rear Suspension Type - Multi-Link, Stability Control, Traction Control, Hill Holder Control, Front Shock Type - Gas, Front Spring Type - Coil, Front Suspension Type - Lower Control Arms, Rear Shock Type - Gas, Rear Spring Type - Coil, Front Struts - Macpherson, Front Brake Type - Ventilated Disc, Rear Brake Type - Disc, Off-Road Driving Assist - Hill Descent, Antenna Type - Mast, Auxiliary Audio Input - Jack, External Temperature Display, In-Dash Cd - Single Disc, Radio - Am/Fm, Trip Odometer, Warnings And Reminders - Low Fuel Level, In-Dash Cd - Mp3 Playback, Total Speakers - 6, Gauge - Tachometer, Satellite Radio - Siriusxm Ready, Warnings And Reminders - Maintenance Due, Front Fog Lights, Headlights - Auto On/Off, Taillights - Led, Tire Pressure Monitoring System, Wheel Spokes - 6, Spare Tire Mount Location - Outside, Spare Tire Size - Full-Size, Spare Wheel Cover - Hard Shell, Spare Wheel Type - Steel, Tire Type - All Season, Wheels - Aluminum Alloy, Front Wipers - Variable Intermittent, Power Windows, Rear Privacy Glass, Rear Wiper - Intermittent, Solar-Tinted Glass, Window Defogger - Rear, Roof Rack Crossbars - Black, Liftgate Window - Fixed, Active Head Restraints - Dual Front, Child Seat Anchors - Latch System, Crumple Zones - Front, Front Airbags - Dual, Power Door Locks, Side Airbags - Front, Side Curtain Airbags - Front, Side Curtain Airbags - Rear, Airbag Deactivation - Occupant Sensing Passenger, Side Mirror Adjustments - Power Folding, Crumple Zones - Rear, Child Safety Door Locks, Anti-Theft System - Vehicle Immobilizer, Emergency Locking Retractors - Front, Front Seatbelts - 3-Point, Seatbelt Force Limiters - Front, Seatbelt Pretensioners - Front, Upholstery - Cloth, Driver Seat Manual Adjustments - 6, Front Headrests - 2, Front Headrests - Adjustable, Passenger Seat Manual Adjustments - 4, Rear Headrests - 3, Rear Headrests - Adjustable, Rear Seat Type - 60-40 Split Bench, Rear Seat Manual Adjustments - Reclining, Rear Seatbelts - 3-Point, Rear Seat Folding - Flip And Fold, Emergency Locking Retractors - Rear, Seatbelt Warning Sensor - Front, Driver Seat Manual Adjustments - Height",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=92101&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=DEAL_RATING_RPL&endYear=2011&entitySelectingHelper.selectedEntity=d306#listing=368282440/NONE/DEFAULT,https://drive.google.com/open?id=1TQ98Pa96iFRobfZ83StgF_Rk512xHkRj
Toyota,Rav4,Dealer,9553,2012,"Spring, TX",131313,4,White,Automatic,2T3ZF4DV0CW143016,179 hp 2.5L I4,"Rear Spoiler,Steel Wheels,4-Cyl 2.5 Liter,Automatic 4-Spd,2WD,Traction Control,Stability Control,ABS (4-Wheel),Anti-Theft System,Keyless Entry,Air Conditioning,Power Windows,Power Door Locks,Cruise Control,Power Steering,Tilt & Telescoping Wheel,AM/FM Stereo,CD/MP3 (Single Disc),Bluetooth Wireless,Dual Air Bags,Side Air Bags,F&R Head Curtain Air Bags",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=DEAL_RATING_RPL&endYear=2015&entitySelectingHelper.selectedEntity=d306&startYear=2008#listing=374322770/NONE/DEFAULT,https://drive.google.com/open?id=1OUPsWN6R2rg3AG_MGrcunnXve9aH6AUj
Toyota,Camry,Dealer,20711,2018,"San Antonio, TX",65343,4,Blue,Automatic,4T1B61HK2JU677611,206 hp 2.5L I4,"GALACTIC AQUA MICA,PANORAMIC ROOF -inc: panoramic sunroof and moonroof,AUDIO PACKAGE -inc: Radio: Entune 3.0 Audio Plus JBL w/Clari-FI Connected Navigation and App Suite and Qi-compatible wireless smartphone charging,DRIVER ASSIST PACKAGE -inc: Head Up Display,BLACK PERFORATED LEATHER SEAT TRIM,Front Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Heated Mirrors,Power Mirror(s),Integrated Turn Signal Mirrors,Rear Defrost,Intermittent Wipers,Variable Speed Intermittent Wipers,Rear Spoiler,Daytime Running Lights,Automatic Headlights,LED Headlights,Automatic Highbeams,AM/FM Stereo,MP3 Player,Bluetooth Connection,Auxiliary Audio Input,Steering Wheel Audio Controls,Power Driver Seat,Power Passenger Seat,Bucket Seats,Heated Front Seat(s),Driver Adjustable Lumbar,Passenger Adjustable Lumbar,Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Leather Steering Wheel,Keyless Entry,Power Door Locks,Remote Trunk Release,Keyless Entry,Power Door Locks,Keyless Start,Universal Garage Door Opener,Cruise Control,Adaptive Cruise Control,Climate Control,Multi-Zone A/C,A/C,Leather Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Auto-Dimming Rearview Mirror,Keyless Start,Smart Device Integration,Power Windows,Power Door Locks,Trip Computer,Immobilizer,Security System,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Front Collision Mitigation,Driver Monitoring,Rear Parking Aid,Blind Spot Monitor,Rear Collision Mitigation,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Front Side Air Bag,Rear Side Air Bag,Knee Air Bag,Child Safety Locks,Back-Up Camera",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePageModel&entitySelectingHelper.selectedEntity=d292&zip=78130#listing=375092313/FEATURED/DEFAULT,https://drive.google.com/open?id=1sJyZzo2E7v-0Nrou8k14i_XkTcfT-mGZ
Toyota,Camry,Dealer,7500,2009,"Wheat Ridge, CO",148890,4,Red,Automatic,4T1BE46K39U343686,158 hp 2.4L I4,"4-Cyl 2.4 Liter,Automatic 5-Spd w/Overdrive,FWD,Air Conditioning,Power Steering,Power Windows,Power Door Locks,Tilt Wheel,Cruise Control,AM/FM Stereo,CD/MP3 (Single Disc),Bluetooth Wireless,Dual Air Bags,Side Air Bags,ABS (4-Wheel),Power Seat,Steel Wheels,Anti-Theft System",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=80134&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=DEAL_RATING_RPL&endYear=2011&entitySelectingHelper.selectedEntity=d292#listing=367209823/NONE/DEFAULT,https://drive.google.com/open?id=1X-EngZ1SOGa8cJNdVqdQqutpEKZu96Dp
Toyota,Camry,Dealer,8990,2011,"Escondido, CA",117000,4,Pewter,Automatic,4T1BF3EK2BU758044,169 hp 2.5L I4,"Exhaust Tip Color - Chrome, Armrests - Rear Center Folding With Pass-Thru, Rear Vents - Second Row, Center Console - Dual Level, Cruise Control, Cupholders - Rear, Multi-Function Remote - Fuel Filler Door Release, Multi-Function Remote - Keyless Entry, Multi-Function Remote - Panic Alarm, Multi-Function Remote - Trunk Release, Overhead Console - Front, Power Steering - Variable/Speed-Proportional, Reading Lights - Front, Reading Lights - Rear, Rearview Mirror - Auto-Dimming, Storage - Sunglasses Holder, Front Brake Type - Ventilated Disc, Front Shock Type - Gas, Abs - 4-Wheel, Stability Control, Traction Control, Gauge - Tachometer, Compass, External Temperature Display, Trip Odometer, Warnings And Reminders - Low Fuel Level, Exterior Entry Lights - Approach Lamps, Front Fog Lights, Headlights - Auto Delay Off, Headlights - Auto On/Off, Taillights - Led, Spare Wheel Type - Steel, Tire Type - All Season, Tire Pressure Monitoring System, Wheel Spokes - 10, Moonroof / Sunroof - Sliding Sunshade, Moonroof / Sunroof - Tilt, Window Defogger - Rear, Front Wipers - Variable Intermittent, Power Windows, Anti-Theft System - Alarm, Crumple Zones - Front, Crumple Zones - Rear, Emergency Interior Trunk Release, Front Airbags - Dual, Power Door Locks - Anti-Lockout, Power Door Locks - Auto-Locking, Side Mirrors - Heated, Front Headrests - 2, Front Seat Type - Bucket, Passenger Seat Power Adjustments - 4, Rear Seat Folding - Split, Rear Seat Manual Adjustments - Reclining, Rear Seatbelts - 3-Point",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=92101&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=DEAL_RATING_RPL&endYear=2011&entitySelectingHelper.selectedEntity=d292#listing=366472849/NONE/DEFAULT,https://drive.google.com/open?id=1Wej4_yN1BYgKB9bkUmcyfi5AL3cEVEx6
Toyota,Camry,Dealer,22500,2021,"Clarksville, TN",68650,4,Black,Automatic,4T1G11AK8MU605315,2.5L I4,"Bluetooth, iPod Adapter, USB Port, Rear View Camera/ Backup Camera, Push Button Start, Leather Seats, Local Trade, Serviced Here, All Maintenance Up To Date, Alloy Wheels, Aluminum Wheels, Appearance Package, Audio Package, Backup Camera, Navigation System, Popular Equipment Package, Preferred Equipment Package, Premium Package, Premium Sound Package, Premium Wheels, Black Cloth. CARFAX One-Owner. FWD 8-Speed Automatic 2.5L I4 DOHC 16V 28/39 City/Highway MPG",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePageModel&entitySelectingHelper.selectedEntity=d292&zip=37042#listing=376584050/FEATURED/DEFAULT,https://drive.google.com/open?id=1lymaekKh1dLwwNA0gRyh_uRuuwxiY2_9
Toyota,Corolla,Dealer,20700,2022,"San Antonio, TX",17300,4,Red (Ruby Flare Pearl),Manual,5YFEPMAE6NP341385,1.8L I4,"ABS Brakes, Active Cruise Control, Electronic Stability Control, Illuminated entry, Low tire pressure warning, Remote Keyless Entry, Traction Control. Odometer is 11047 miles below market average! CARFAX One-Owner. Clean CARFAX. Ruby Flare Pearl 2022 Toyota Corolla LE w/ Automatic Climate Control, 8"" Touchscreen Display, Android Auto & Apple CarPlay LE w/ Automatic Climate Control, 8"" Touchscreen ABS Brakes, Active Cruise Control, Electronic Stability Control, Illuminated entry, Low tire pressure warning, Remote Keyless Entry, Traction Control, 4-Wheel Disc Brakes, 6 Speakers, Air Conditioning, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Emergency communication system: Safety Connect with 1-year trial, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Knee airbag, Occupant sensing airbag, Outside temperature display, Overhead airbag, Panic alarm, Passenger door bin, Passenger vanity mirror, Power Door Locks, Power door mirrors, Power Windows, Premium Fabric Seat Trim, Radio data system, Radio: Audio, Rear anti-roll bar, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Security system, Speed control, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Trip computer, Variably intermittent wipers, and Wheels: 16"" Wide Vent Steel",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=78130&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=DEAL_RATING_RPL&entitySelectingHelper.selectedEntity=d295#listing=372212772/PRIORITY/DEFAULT,https://drive.google.com/open?id=19Oiw6bvbJL36dmSaQPhvJpkuW79MGAHV
Toyota,Rav4,Dealer,14900,2015,"Alvin, TX",86079,4,White,Automatic,JTMWFREV8FJ049502,176 hp 2.5L I4,"Front Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Brake Actuated Limited Slip Differential,Chrome Wheels,Tires - Front All-Season,Tires - Rear All-Season,Temporary Spare Tire,Sun/Moonroof,Generic Sun/Moonroof,Heated Mirrors,Power Mirror(s),Integrated Turn Signal Mirrors,Rear Defrost,Privacy Glass,Intermittent Wipers,Variable Speed Intermittent Wipers,Rear Spoiler,Power Door Locks,Fog Lamps,Daytime Running Lights,Automatic Headlights,AM/FM Stereo,CD Player,Satellite Radio,MP3 Player,Bluetooth Connection,Back-Up Camera,Auxiliary Audio Input,HD Radio,Requires Subscription,Steering Wheel Audio Controls,Pass-Through Rear Seat,Bucket Seats,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Keyless Entry,Power Door Locks,Cruise Control,Climate Control,Multi-Zone A/C,A/C,Cloth Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Cargo Shade,Power Windows,Power Door Locks,Trip Computer,Immobilizer,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Knee Air Bag,Child Safety Locks",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=DEAL_RATING_RPL&endYear=2015&entitySelectingHelper.selectedEntity=d306&startYear=2008#listing=375288140/NONE/DEFAULT,https://drive.google.com/open?id=1cUYwNJYTPUMAYd9EGaxUqYmYtHs2-EBZ
Toyota,Rav4,Dealer,8750,2008,"Englewood, CO",168530,4,Green,Automatic,JTMZD31V686077519,166 hp 2.4L I4,"Sunroof/Moonroof,Roof rack crossbars: black,Driver seat manual adjustments: lumbar,Driver seat power adjustments: height, 8,Front headrests: adjustable, 2,Front seat type: bucket,Passenger seat manual adjustments: 4,Rear headrests: adjustable, 3,Rear seat folding: split,Rear seat manual adjustments: reclining,Rear seat type: 60-40 split bench,Upholstery: cloth,ABS: 4-wheel,Braking assist: ,Electronic brakeforce distribution: ,Front brake diameter: 10.8,Front brake type: ventilated disc,Rear brake diameter: 11.2,Rear brake type: disc,Front fog lights: ,Headlights: auto delay off,Child safety door locks: ,Child seat anchors: ,Airbag deactivation: occupant sensing passenger,Front airbags: dual,Side airbags: front,Side curtain airbags: front, rear,Side mirror adjustments: power,Side mirrors: driver side only heated, heated,Front wipers: intermittent,Liftgate window: fixed,Power windows: ,Rear privacy glass: ,Rear wiper: intermittent,Window defogger: rear,Anti-theft system: vehicle immobilizer,Power door locks: ,Rear seatbelts: center 3-point,Seatbelt force limiters: front,Seatbelt pretensioners: front,Axle ratio: 2.92,Front shock type: gas,Front spring type: coil,Front stabilizer bar: ,Front struts: MacPherson,Front suspension classification: independent,Front suspension type: lower control arms,Rear shock type: gas,Rear spring type: coil,Rear stabilizer bar: ,Rear suspension classification: independent,Rear suspension type: multi-link,Antenna type: mast,In-Dash CD: 6 disc, MP3 Playback,Radio: AM/FM,Total speakers: 6,Spare tire mount location: outside,Spare tire size: full-size matching,Spare wheel cover: hard shell,Spare wheel type: steel,Tire Pressure Monitoring System: ,Tire type: all season,External temperature display: ,Gauge: tachometer,Warnings and reminders: low fuel level,Air filtration: ,Front air conditioning: automatic climate control,Front air conditioning zones: dual,Rear vents: second row,Shift knob trim: leather,Steering wheel trim: leather,Grille color: chrome,Rear spoiler: ,Rear trunk/liftgate: side-hinged,Cargo area light: ,Cargo cover: retractable,Center console: front console with storage,Cruise control: ,Cupholders: front, rear, third row,Multi-function remote: keyless entry,One-touch windows: 1,Overhead console: front,Power outlet(s): 12V cargo area, 12V front,Power steering: ,Reading lights: front,Steering wheel: tilt",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=80134&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=DEAL_RATING_RPL&endYear=2011&entitySelectingHelper.selectedEntity=d306&startYear=2008#listing=365118662/NONE/DEFAULT,https://drive.google.com/open?id=1lrLlaa2BZdWlLlng9fgvUyLUhOsxjymB
Toyota,Corolla,Dealer,15866,2018,Uniontown,70753,4,Super White,Automatic,2T1BURHE1JC101525,1.8L 4 CYLINDER ENGINE,"Fully serviced & ready to go! LOW MILES - 70 753! EPA 35 MPG Hwy/28 MPG City! PRICED TO MOVE $700 below J.D. Power Retail! Lane Keeping Assist AUX Input Back-Up Camera Alloy Wheels ALL-WEATHER FLOOR LINER PACKAGE.

EXCELLENT SAFETY FOR YOUR FAMILY
Lane Keeping Assist Child Safety Locks Electronic Stability Control Brake Assist 4-Wheel ABS 4-Wheel Disc Brakes Safety equipment includes Lane Keeping Assist Toyota SE with Super White exterior and Vivid Blue interior features a 4 Cylinder Engine with 132 HP at 6000 RPM*.

AFFORDABILITY
This Corolla is priced $700 below J.D. Power Retail.

OPTION PACKAGES
cargo tray All-Weather Floor Liners. Fresh inspection Vehicle history report available Non-smoker AutoCheck One Owner Fully serviced & ready to go!

EXPERTS CONCLUDE
Edmunds.com s review says Slipping in and out of the Corolla s cabin is easy and once you re in there s ample room to stretch out. There s decent headroom in back and 41.4 inches of legroom which obliterates everything in the compact segment and embarasses many midsize cars. . Great Gas Mileage: 35 MPG Hwy.",https://www.wrightcars.com/VehicleDetails/used-2018-Toyota-Corolla-SE_CVT_%28Natl%29-Uniontown-PA/5749244770,https://drive.google.com/open?id=1ooNCwhkRqOdAVsxWLTuxnTVY3a-BlWoE
